날짜,항공사,출발시간,가격
2024.03.16 Sat,대한항공,"09:00ICN10:45KIX직항, 01시간 45분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 313,600원~"
2024.03.16 Sat,제주항공,"16:55ICN18:40KIX직항, 01시간 45분","성인/Mile1 하나카드편도 313,600원~"
2024.03.16 Sat,아시아나항공,"19:10ICN20:55KIX직항, 01시간 45분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 344,200원~"
2024.03.16 Sat,일본항공,"15:10ICN17:00KIX직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 351,000원~"
2024.03.16 Sat,일본항공,"09:00ICN10:45KIX직항, 01시간 45분","성인/KB국민카드(이용실적 충족시)편도 351,000원~"
2024.03.16 Sat,일본항공,"10:50ICN12:35KIX직항, 01시간 45분","성인/KB국민카드(이용실적 충족시)편도 351,000원~"
2024.03.16 Sat,ANA,"14:10ICN15:50KIX직항, 01시간 40분","성인/KB국민카드(이용실적 충족시)편도 351,500원~"
2024.03.15 Fri,이스타항공,"18:00KIX19:50ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 180,500원~"
2024.03.15 Fri,이스타항공,"11:50KIX13:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 180,500원~"
2024.03.15 Fri,진에어,"18:00KIX19:55ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 185,200원~"
2024.03.15 Fri,진에어,"11:55KIX14:00ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 199,900원~"
2024.03.15 Fri,에어서울,"09:55KIX11:55ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 203,400원~"
2024.03.15 Fri,에어서울,"16:00KIX17:55ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 203,400원~"
2024.03.15 Fri,진에어,"17:00KIX19:10ICN직항, 02시간 10분","성인/KB국민카드(이용실적 충족시)편도 214,700원~"
2024.03.15 Fri,진에어,"12:35KIX14:35ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 214,700원~"
2024.03.15 Fri,에어서울,"18:00KIX20:05ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 219,800원~"
2024.03.15 Fri,에어부산,"18:30KIX20:35ICN직항, 02시간 05분","성인/모든 결제수단편도 221,900원~"
2024.03.15 Fri,제주항공,"19:40KIX21:40ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 230,200원~"
2024.03.15 Fri,티웨이항공,"10:55KIX12:55ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 250,900원~"
2024.03.15 Fri,대한항공,"11:55KIX14:00ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 251,200원~"
2024.03.15 Fri,대한항공,"13:45KIX15:45ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 252,800원~"
2024.03.15 Fri,제주항공,"09:50KIX11:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 254,800원~"
2024.03.15 Fri,아시아나항공,"09:00KIX11:00ICN직항, 02시간 00분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 256,900원~"
2024.03.15 Fri,아시아나항공,"10:50KIX12:50ICN직항, 02시간 00분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 256,900원~"
2024.03.15 Fri,아시아나항공,"17:00KIX19:05ICN직항, 02시간 05분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 256,900원~"
2024.03.15 Fri,대한항공,"18:10KIX20:15ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 264,200원~"
2024.03.15 Fri,대한항공,"11:55KIX14:00ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 264,200원~"
2024.03.15 Fri,에어부산,"15:25KIX17:40ICN직항, 02시간 15분","성인/모든 결제수단편도 266,400원~"
2024.03.15 Fri,대한항공,"09:20KIX11:15ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 285,600원~"
2024.03.15 Fri,제주항공,"11:50KIX13:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 305,500원~"
2024.03.15 Fri,제주항공,"12:30KIX14:45ICN직항, 02시간 15분","성인/삼성카드편도 327,100원~"
2024.03.15 Fri,에어부산,"12:25KIX14:25ICN직항, 02시간 00분","성인/모든 결제수단편도 346,400원~"
2024.03.15 Fri,티웨이항공,"15:30KIX17:35ICN직항, 02시간 05분","성인/모든 결제수단편도 414,100원~"
2024.03.15 Fri,일본항공,"18:10KIX20:15ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.15 Fri,일본항공,"11:55KIX14:00ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.15 Fri,일본항공,"09:20KIX11:15ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.15 Fri,일본항공,"13:45KIX15:45ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.15 Fri,ANA,"17:00KIX19:05ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 1,378,700원~"
2024.03.15 Fri,ANA,"10:50KIX12:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 1,378,700원~"
2024.03.15 Fri,ANA,"09:00KIX11:00ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 1,378,700원~"
2024.03.16 Sat,이스타항공,"11:50KIX13:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 196,100원~"
2024.03.16 Sat,이스타항공,"18:00KIX19:50ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 211,600원~"
2024.03.16 Sat,제주항공,"11:50KIX13:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 213,800원~"
2024.03.16 Sat,제주항공,"12:30KIX14:45ICN직항, 02시간 15분","성인/KB국민카드(이용실적 충족시)편도 213,800원~"
2024.03.16 Sat,티웨이항공,"10:55KIX12:55ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 227,200원~"
2024.03.16 Sat,제주항공,"18:00KIX20:10ICN직항, 02시간 10분","성인/KB국민카드(이용실적 충족시)편도 230,200원~"
2024.03.16 Sat,제주항공,"19:40KIX21:40ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 230,200원~"
2024.03.16 Sat,진에어,"11:05KIX13:10ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 234,300원~"
2024.03.16 Sat,에어서울,"16:00KIX17:55ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 236,200원~"
2024.03.16 Sat,에어부산,"15:25KIX17:40ICN직항, 02시간 15분","성인/모든 결제수단편도 239,700원~"
2024.03.16 Sat,티웨이항공,"15:30KIX17:35ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 250,900원~"
2024.03.16 Sat,에어서울,"18:00KIX20:05ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 252,500원~"
2024.03.16 Sat,에어서울,"09:55KIX11:55ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 252,500원~"
2024.03.16 Sat,진에어,"12:00KIX14:00ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 253,900원~"
2024.03.16 Sat,에어부산,"18:30KIX20:35ICN직항, 02시간 05분","성인/모든 결제수단편도 266,400원~"
2024.03.16 Sat,진에어,"18:00KIX19:55ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 273,600원~"
2024.03.16 Sat,진에어,"16:00KIX18:10ICN직항, 02시간 10분","성인/KB국민카드(이용실적 충족시)편도 273,600원~"
2024.03.16 Sat,티웨이항공,"19:00KIX20:55ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 273,800원~"
2024.03.16 Sat,대한항공,"18:10KIX20:15ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 285,600원~"
2024.03.16 Sat,대한항공,"11:55KIX14:00ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 285,600원~"
2024.03.16 Sat,대한항공,"11:05KIX13:10ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 305,200원~"
2024.03.16 Sat,제주항공,"09:50KIX11:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 305,500원~"
2024.03.16 Sat,아시아나항공,"17:00KIX19:05ICN직항, 02시간 05분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 313,000원~"
2024.03.16 Sat,대한항공,"13:45KIX15:45ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 339,600원~"
2024.03.16 Sat,아시아나항공,"18:00KIX19:50ICN직항, 01시간 50분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 342,200원~"
2024.03.16 Sat,대한항공,"09:20KIX11:15ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 413,200원~"
2024.03.16 Sat,아시아나항공,"10:50KIX12:50ICN직항, 02시간 00분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 417,200원~"
2024.03.16 Sat,아시아나항공,"09:00KIX11:00ICN직항, 02시간 00분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 502,400원~"
2024.03.16 Sat,일본항공,"18:10KIX20:15ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.16 Sat,일본항공,"11:55KIX14:00ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.16 Sat,일본항공,"09:20KIX11:15ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.16 Sat,일본항공,"13:45KIX15:45ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.16 Sat,ANA,"17:00KIX19:05ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 1,378,700원~"
2024.03.16 Sat,ANA,"10:50KIX12:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 1,378,700원~"
2024.03.15 Fri,제주항공,"09:05ICN11:30NRT직항, 02시간 25분","성인/삼성 iD NOMAD 카드편도 223,300원~"
2024.03.15 Fri,제주항공,"10:35ICN13:00NRT직항, 02시간 25분","성인/삼성 iD NOMAD 카드편도 223,300원~"
2024.03.15 Fri,에어프레미아,"08:25ICN11:00NRT직항, 02시간 35분","성인/KB국민카드(이용실적 충족시)편도 226,900원~"
2024.03.15 Fri,에어서울,"07:55ICN10:25NRT직항, 02시간 30분","성인/삼성카드편도 240,700원~"
2024.03.15 Fri,에어서울,"09:40ICN12:10NRT직항, 02시간 30분","성인/삼성카드편도 240,700원~"
2024.03.15 Fri,에어부산,"15:05ICN17:30NRT직항, 02시간 25분","성인/Mile1 하나카드편도 243,500원~"
2024.03.15 Fri,이스타항공,"08:40ICN11:00NRT직항, 02시간 20분","성인/KB국민카드(이용실적 충족시)편도 257,800원~"
2024.03.15 Fri,제주항공,"08:10ICN10:35NRT직항, 02시간 25분","성인/삼성 iD NOMAD 카드편도 266,700원~"
2024.03.15 Fri,이스타항공,"15:20ICN17:55NRT직항, 02시간 35분","성인/KB국민카드(이용실적 충족시)편도 285,400원~"
2024.03.15 Fri,진에어,"07:10ICN09:30NRT직항, 02시간 20분","성인/KB국민카드(이용실적 충족시)편도 291,700원~"
2024.03.15 Fri,진에어,"07:30ICN09:50NRT직항, 02시간 20분","성인/KB국민카드(이용실적 충족시)편도 291,700원~"
2024.03.15 Fri,진에어,"11:45ICN14:15NRT직항, 02시간 30분","성인/KB국민카드(이용실적 충족시)편도 291,700원~"
2024.03.15 Fri,진에어,"15:20ICN18:00NRT직항, 02시간 40분","성인/KB국민카드(이용실적 충족시)편도 313,700원~"
2024.03.15 Fri,에티오피아항공,"17:00ICN19:30NRT직항, 02시간 30분","성인/삼성 iD NOMAD 카드편도 315,800원~"
2024.03.15 Fri,제주항공,"14:50ICN17:15NRT직항, 02시간 25분","성인/삼성카드편도 358,400원~"
2024.03.15 Fri,제주항공,"16:20ICN18:40NRT직항, 02시간 20분","성인/삼성카드편도 358,400원~"
2024.03.15 Fri,티웨이항공,"07:45ICN10:10NRT직항, 02시간 25분","성인/롯데카드편도 359,300원~"
2024.03.15 Fri,티웨이항공,"15:30ICN17:50NRT직항, 02시간 20분","성인/롯데카드편도 359,300원~"
2024.03.15 Fri,제주항공,"14:20ICN17:00NRT직항, 02시간 40분","성인/Mile1 하나카드편도 365,700원~"
2024.03.15 Fri,에어서울,"16:40ICN19:00NRT직항, 02시간 20분","성인/삼성카드편도 373,900원~"
2024.03.15 Fri,대한항공,"16:55ICN19:20NRT직항, 02시간 25분","성인/신한카드편도 393,800원~"
2024.03.15 Fri,대한항공,"09:55ICN12:20NRT직항, 02시간 25분","성인/신한카드편도 393,800원~"
2024.03.15 Fri,아시아나항공,"15:35ICN17:55NRT직항, 02시간 20분","성인/롯데카드편도 394,400원~"
2024.03.15 Fri,아시아나항공,"12:10ICN14:30NRT직항, 02시간 20분","성인/롯데카드편도 402,500원~"
2024.03.15 Fri,아시아나항공,"18:35ICN21:00NRT직항, 02시간 25분","성인/롯데카드편도 402,500원~"
2024.03.15 Fri,아시아나항공,"09:00ICN11:20NRT직항, 02시간 20분","성인/롯데카드편도 402,500원~"
2024.03.15 Fri,대한항공,"13:35ICN15:40NRT직항, 02시간 05분","성인/신한카드편도 403,200원~"
2024.03.15 Fri,대한항공,"18:45ICN21:05NRT직항, 02시간 20분","성인/신한카드편도 403,200원~"
2024.03.15 Fri,일본항공,"18:45ICN21:05NRT직항, 02시간 20분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.03.15 Fri,일본항공,"09:55ICN12:20NRT직항, 02시간 25분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.03.15 Fri,일본항공,"16:55ICN19:20NRT직항, 02시간 25분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.03.15 Fri,일본항공,"13:35ICN15:40NRT직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.03.16 Sat,에어서울,"09:40ICN12:10NRT직항, 02시간 30분","성인/Mile1 하나카드편도 159,400원~"
2024.03.16 Sat,에어프레미아,"08:25ICN11:00NRT직항, 02시간 35분","성인/KB국민카드(이용실적 충족시)편도 212,200원~"
2024.03.16 Sat,에어서울,"07:55ICN10:25NRT직항, 02시간 30분","성인/신한카드 할인특가확인편도 217,000원~"
2024.03.16 Sat,제주항공,"14:20ICN17:00NRT직항, 02시간 40분","성인/삼성 iD NOMAD 카드편도 223,300원~"
2024.03.16 Sat,제주항공,"14:50ICN17:15NRT직항, 02시간 25분","성인/삼성 iD NOMAD 카드편도 223,300원~"
2024.03.16 Sat,제주항공,"08:10ICN10:35NRT직항, 02시간 25분","성인/삼성 iD NOMAD 카드편도 223,300원~"
2024.03.16 Sat,이스타항공,"08:40ICN11:00NRT직항, 02시간 20분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 224,700원~"
2024.03.16 Sat,티웨이항공,"07:45ICN10:10NRT직항, 02시간 25분","성인/신한카드 할인특가확인편도 227,400원~"
2024.03.16 Sat,에어부산,"15:05ICN17:30NRT직항, 02시간 25분","성인/하나카드편도 242,200원~"
2024.03.16 Sat,에어부산,"07:50ICN10:15NRT직항, 02시간 25분","성인/하나카드편도 242,200원~"
2024.03.16 Sat,진에어,"07:30ICN09:50NRT직항, 02시간 20분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 246,100원~"
2024.03.16 Sat,진에어,"15:20ICN18:00NRT직항, 02시간 40분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 246,100원~"
2024.03.16 Sat,진에어,"11:45ICN14:15NRT직항, 02시간 30분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 246,100원~"
2024.03.16 Sat,이스타항공,"07:15ICN10:10NRT직항, 02시간 55분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 256,000원~"
2024.03.16 Sat,이스타항공,"15:20ICN18:00NRT직항, 02시간 40분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 256,000원~"
2024.03.16 Sat,티웨이항공,"10:20ICN12:45NRT직항, 02시간 25분","성인/신한카드 할인특가확인편도 259,900원~"
2024.03.16 Sat,제주항공,"10:35ICN13:00NRT직항, 02시간 25분","성인/삼성카드편도 261,900원~"
2024.03.16 Sat,제주항공,"16:20ICN18:40NRT직항, 02시간 20분","성인/삼성카드편도 261,900원~"
2024.03.16 Sat,에어서울,"16:40ICN19:00NRT직항, 02시간 20분","성인/신한카드 할인특가확인편도 264,500원~"
2024.03.16 Sat,진에어,"07:10ICN09:30NRT직항, 02시간 20분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 267,600원~"
2024.03.16 Sat,대한항공,"16:55ICN19:20NRT직항, 02시간 25분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 292,300원~"
2024.03.16 Sat,아시아나항공,"12:10ICN14:30NRT직항, 02시간 20분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 312,000원~"
2024.03.16 Sat,아시아나항공,"15:35ICN17:55NRT직항, 02시간 20분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 312,000원~"
2024.03.16 Sat,아시아나항공,"18:35ICN21:00NRT직항, 02시간 25분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 312,000원~"
2024.03.16 Sat,대한항공,"18:45ICN21:05NRT직항, 02시간 20분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 313,600원~"
2024.03.16 Sat,대한항공,"13:35ICN15:40NRT직항, 02시간 05분","성인/신한카드편도 353,200원~"
2024.03.16 Sat,대한항공,"09:55ICN12:20NRT직항, 02시간 25분","성인/신한카드편도 353,200원~"
2024.03.16 Sat,에티오피아항공,"17:00ICN19:30NRT직항, 02시간 30분","성인/삼성카드편도 356,700원~"
2024.03.16 Sat,아시아나항공,"09:00ICN11:20NRT직항, 02시간 20분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 356,900원~"
2024.03.16 Sat,티웨이항공,"15:30ICN17:50NRT직항, 02시간 20분","성인/롯데카드편도 359,300원~"
2024.03.16 Sat,일본항공,"18:45ICN21:05NRT직항, 02시간 20분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.03.16 Sat,일본항공,"09:55ICN12:20NRT직항, 02시간 25분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.03.16 Sat,일본항공,"16:55ICN19:20NRT직항, 02시간 25분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.03.16 Sat,일본항공,"13:35ICN15:40NRT직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.03.16 Sat,ANA,"12:10ICN14:30NRT직항, 02시간 20분","성인/KB국민카드(이용실적 충족시)편도 410,000원~"
2024.03.16 Sat,ANA,"09:00ICN11:20NRT직항, 02시간 20분","성인/KB국민카드(이용실적 충족시)편도 410,000원~"
2024.03.16 Sat,ANA,"15:35ICN17:55NRT직항, 02시간 20분","성인/KB국민카드(이용실적 충족시)편도 410,000원~"
2024.03.15 Fri,이스타항공,"19:00NRT21:35ICN직항, 02시간 35분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 265,100원~"
2024.03.15 Fri,에어서울,"20:00NRT22:30ICN직항, 02시간 30분주의사항 야간 도착편","성인/KB국민카드(이용실적 충족시)편도 276,300원~"
2024.03.15 Fri,에어서울,"11:25NRT14:05ICN직항, 02시간 40분","성인/KB국민카드(이용실적 충족시)편도 276,300원~"
2024.03.15 Fri,에어서울,"13:10NRT15:45ICN직항, 02시간 35분","성인/KB국민카드(이용실적 충족시)편도 276,300원~"
2024.03.15 Fri,진에어,"11:00NRT14:00ICN직항, 03시간 00분","성인/KB국민카드(이용실적 충족시)편도 287,500원~"
2024.03.15 Fri,에티오피아항공,"20:30NRT23:10ICN직항, 02시간 40분주의사항 야간 도착편","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 296,600원~"
2024.03.15 Fri,대한항공,"17:00NRT19:50ICN직항, 02시간 50분","성인/KB국민카드(이용실적 충족시)편도 297,800원~"
2024.03.15 Fri,대한항공,"14:00NRT16:50ICN직항, 02시간 50분","성인/KB국민카드(이용실적 충족시)편도 297,800원~"
2024.03.15 Fri,티웨이항공,"18:50NRT21:50ICN직항, 03시간 00분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 298,800원~"
2024.03.15 Fri,에어프레미아,"12:10NRT14:45ICN직항, 02시간 35분","성인/KB국민카드(이용실적 충족시)편도 298,900원~"
2024.03.15 Fri,아시아나항공,"15:50NRT18:40ICN직항, 02시간 50분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 307,300원~"
2024.03.15 Fri,진에어,"13:00NRT15:55ICN직항, 02시간 55분","성인/KB국민카드(이용실적 충족시)편도 312,100원~"
2024.03.15 Fri,진에어,"19:10NRT22:00ICN직항, 02시간 50분주의사항 야간 도착편","성인/KB국민카드(이용실적 충족시)편도 312,100원~"
2024.03.15 Fri,진에어,"15:15NRT18:15ICN직항, 03시간 00분","성인/KB국민카드(이용실적 충족시)편도 312,100원~"
2024.03.15 Fri,티웨이항공,"11:35NRT14:35ICN직항, 03시간 00분","성인/KB국민카드(이용실적 충족시)편도 319,600원~"
